#,Date-Time (PST),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
44,01/09/2023 04:05:00,6.69,96.76,6.22,,,
45,01/09/2023 04:10:00,6.78,96.79,6.31,,,
46,01/09/2023 04:15:00,6.87,96.80,6.41,,,
47,01/09/2023 04:20:00,6.93,96.78,6.46,,,
48,01/09/2023 04:25:00,7.01,96.77,6.54,,,
49,01/09/2023 04:30:00,7.16,96.83,6.70,,,
50,01/09/2023 04:35:00,7.57,96.89,7.11,,,
51,01/09/2023 04:40:00,8.05,96.95,7.61,,,
52,01/09/2023 04:45:00,8.43,96.99,7.99,,,
53,01/09/2023 04:50:00,9.00,96.99,8.55,,,
54,01/09/2023 04:55:00,9.69,96.93,9.24,,,
55,01/09/2023 05:00:00,9.98,96.84,9.52,,,
56,01/09/2023 05:05:00,10.41,96.82,9.94,,,
57,01/09/2023 05:10:00,10.65,96.77,10.17,,,
58,01/09/2023 05:15:00,10.83,96.79,10.35,,,
59,01/09/2023 05:20:00,10.96,96.79,10.48,,,
60,01/09/2023 05:25:00,10.99,96.77,10.51,,,
61,01/09/2023 05:30:00,11.11,96.68,10.61,,,
62,01/09/2023 05:35:00,11.19,96.49,10.67,,,
63,01/09/2023 05:40:00,11.31,95.80,10.68,,,
64,01/09/2023 05:45:00,11.32,94.18,10.43,,,
65,01/09/2023 05:50:00,11.25,92.81,10.14,,,
66,01/09/2023 05:55:00,11.26,91.64,9.96,,,
67,01/09/2023 06:00:00,11.17,88.16,9.30,,,
68,01/09/2023 06:05:00,11.09,88.42,9.26,,,
69,01/09/2023 06:10:00,11.00,87.24,8.97,,,
70,01/09/2023 06:15:00,10.99,86.87,8.90,,,
71,01/09/2023 06:20:00,10.89,88.24,9.04,,,
72,01/09/2023 06:25:00,10.74,89.23,9.05,,,
73,01/09/2023 06:30:00,10.50,90.60,9.04,,,
74,01/09/2023 06:35:00,10.33,90.39,8.83,,,
75,01/09/2023 06:40:00,10.13,91.84,8.88,,,
76,01/09/2023 06:45:00,10.05,92.63,8.92,,,
77,01/09/2023 06:50:00,9.97,93.07,8.91,,,
78,01/09/2023 06:55:00,9.94,93.30,8.92,,,
79,01/09/2023 07:00:00,9.90,93.49,8.91,,,
80,01/09/2023 07:05:00,9.85,93.71,8.90,,,
81,01/09/2023 07:10:00,9.82,93.85,8.89,,,
82,01/09/2023 07:15:00,9.80,93.86,8.87,,,
83,01/09/2023 07:20:00,9.78,93.94,8.86,,,
84,01/09/2023 07:25:00,9.75,93.60,8.77,,,
85,01/09/2023 07:30:00,9.76,93.65,8.79,,,
86,01/09/2023 07:35:00,9.74,93.92,8.81,,,
87,01/09/2023 07:40:00,9.74,93.89,8.81,,,
88,01/09/2023 07:45:00,9.74,93.80,8.80,,,
89,01/09/2023 07:50:00,9.74,93.95,8.82,,,
90,01/09/2023 07:55:00,9.69,94.06,8.79,,,
91,01/09/2023 08:00:00,9.66,93.88,8.73,,,
92,01/09/2023 08:05:00,9.64,93.64,8.67,,,
93,01/09/2023 08:10:00,9.64,93.85,8.71,,,
94,01/09/2023 08:15:00,9.59,93.52,8.60,,,
95,01/09/2023 08:20:00,9.57,93.22,8.54,,,
96,01/09/2023 08:25:00,9.45,93.31,8.43,,,
97,01/09/2023 08:30:00,9.42,93.61,8.46,,,
98,01/09/2023 08:35:00,9.45,93.99,8.54,,,
99,01/09/2023 08:40:00,9.42,94.13,8.54,,,
100,01/09/2023 08:45:00,9.26,92.88,8.18,,,
101,01/09/2023 08:50:00,9.15,93.42,8.15,,,
102,01/09/2023 08:55:00,9.12,93.37,8.12,,,
103,01/09/2023 09:00:00,8.90,92.54,7.76,,,
104,01/09/2023 09:05:00,8.72,93.04,7.66,,,
105,01/09/2023 09:10:00,8.59,93.57,7.62,,,
106,01/09/2023 09:15:00,8.62,94.10,7.73,,,
107,01/09/2023 09:20:00,8.70,94.59,7.88,,,
108,01/09/2023 09:25:00,8.80,94.78,8.02,,,
109,01/09/2023 09:30:00,8.90,94.81,8.12,,,
110,01/09/2023 09:35:00,8.97,94.78,8.19,,,
111,01/09/2023 09:40:00,9.07,94.86,8.30,,,
112,01/09/2023 09:45:00,9.14,94.86,8.36,,,
113,01/09/2023 09:50:00,9.19,94.84,8.41,,,
114,01/09/2023 09:55:00,9.20,94.81,8.42,,,
115,01/09/2023 10:00:00,9.21,94.69,8.41,,,
116,01/09/2023 10:05:00,9.22,94.63,8.41,,,
117,01/09/2023 10:10:00,9.14,94.29,8.28,,,
118,01/09/2023 10:15:00,9.00,93.94,8.08,,,
119,01/09/2023 10:20:00,8.92,93.81,7.99,,,
120,01/09/2023 10:25:00,8.88,93.96,7.97,,,
121,01/09/2023 10:30:00,8.91,94.29,8.05,,,
122,01/09/2023 10:35:00,9.02,94.71,8.22,,,
123,01/09/2023 10:40:00,9.14,94.76,8.35,,,
124,01/09/2023 10:45:00,9.26,94.74,8.47,,,
125,01/09/2023 10:50:00,9.32,94.28,8.45,,,
126,01/09/2023 10:55:00,9.33,93.98,8.42,,,
127,01/09/2023 11:00:00,9.24,93.99,8.33,,,
128,01/09/2023 11:05:00,9.23,93.82,8.30,,,
129,01/09/2023 11:10:00,9.21,94.20,8.34,,,
130,01/09/2023 11:15:00,9.20,94.47,8.37,,,
131,01/09/2023 11:20:00,9.34,94.72,8.55,,,
132,01/09/2023 11:25:00,9.50,94.31,8.64,,,
133,01/09/2023 11:30:00,9.61,93.91,8.68,,,
134,01/09/2023 11:35:00,9.64,93.85,8.71,,,
135,01/09/2023 11:40:00,9.65,93.29,8.63,,,
136,01/09/2023 11:45:00,9.65,93.33,8.64,,,
137,01/09/2023 11:50:00,9.68,93.17,8.64,,,
138,01/09/2023 11:55:00,9.70,93.36,8.69,,,
139,01/09/2023 12:00:00,9.84,93.32,8.83,,,
140,01/09/2023 12:05:00,10.04,93.82,9.10,,,
141,01/09/2023 12:10:00,10.35,92.26,9.16,,,
142,01/09/2023 12:15:00,10.59,90.94,9.19,,,
143,01/09/2023 12:20:00,10.86,90.02,9.30,,,
144,01/09/2023 12:25:00,11.11,87.93,9.20,,,
145,01/09/2023 12:30:00,11.28,87.21,9.24,,,
146,01/09/2023 12:35:00,11.31,84.42,8.79,,,
147,01/09/2023 12:40:00,11.25,86.31,9.06,,,
148,01/09/2023 12:45:00,11.15,87.66,9.19,,,
149,01/09/2023 12:50:00,11.01,88.37,9.18,,,
150,01/09/2023 12:55:00,10.96,87.93,9.05,,,
151,01/09/2023 13:00:00,10.89,86.53,8.75,,,
152,01/09/2023 13:05:00,10.78,85.39,8.44,,,
153,01/09/2023 13:10:00,10.73,85.56,8.42,,,
154,01/09/2023 13:15:00,10.63,88.03,8.74,,,
155,01/09/2023 13:20:00,10.64,85.72,8.35,,,
156,01/09/2023 13:25:00,10.85,85.45,8.52,,,
157,01/09/2023 13:30:00,11.01,84.67,8.54,,,
158,01/09/2023 13:35:00,11.13,85.67,8.83,,,
159,01/09/2023 13:40:00,11.23,84.28,8.68,,,
160,01/09/2023 13:45:00,11.30,83.85,8.68,,,
161,01/09/2023 13:50:00,11.37,84.06,8.78,,,
162,01/09/2023 13:55:00,11.38,84.24,8.82,,,
163,01/09/2023 14:00:00,11.36,84.97,8.93,,,
164,01/09/2023 14:05:00,11.48,83.94,8.88,,,
165,01/09/2023 14:10:00,11.67,82.47,8.79,,,
166,01/09/2023 14:15:00,11.83,81.87,8.84,,,
167,01/09/2023 14:20:00,11.84,79.72,8.46,,,
168,01/09/2023 14:25:00,11.98,79.48,8.55,,,
169,01/09/2023 14:30:00,11.90,80.90,8.74,,,
170,01/09/2023 14:35:00,11.90,78.66,8.32,,,
171,01/09/2023 14:40:00,11.98,78.88,8.44,,,
172,01/09/2023 14:45:00,12.00,78.38,8.37,,,
173,01/09/2023 14:50:00,12.11,79.45,8.67,,,
174,01/09/2023 14:55:00,12.15,78.67,8.57,,,
175,01/09/2023 15:00:00,12.12,77.82,8.38,,,
176,01/09/2023 15:05:00,12.05,77.38,8.23,,,
177,01/09/2023 15:10:00,12.10,78.58,8.50,,,
178,01/09/2023 15:15:00,12.11,78.08,8.41,,,
179,01/09/2023 15:20:00,12.08,79.07,8.58,,,
180,01/09/2023 15:25:00,12.01,79.17,8.52,,,
181,01/09/2023 15:30:00,11.99,78.96,8.46,,,
182,01/09/2023 15:35:00,11.99,79.39,8.55,,,
183,01/09/2023 15:40:00,11.94,78.33,8.31,,,
184,01/09/2023 15:45:00,11.87,78.56,8.28,,,
185,01/09/2023 15:50:00,11.79,78.18,8.13,,,
186,01/09/2023 15:55:00,11.75,77.31,7.92,,,
187,01/09/2023 16:00:00,11.63,78.81,8.09,,,
188,01/09/2023 16:05:00,11.55,78.13,7.88,,,
189,01/09/2023 16:10:00,11.52,77.32,7.70,,,
190,01/09/2023 16:15:00,11.42,77.94,7.72,,,
191,01/09/2023 16:20:00,11.32,78.28,7.69,,,
192,01/09/2023 16:25:00,11.24,78.67,7.68,,,
193,01/09/2023 16:30:00,11.20,79.89,7.88,,,
194,01/09/2023 16:35:00,11.20,79.16,7.74,,,
195,01/09/2023 16:40:00,11.18,79.86,7.85,,,
196,01/09/2023 16:45:00,11.16,81.67,8.16,,,
197,01/09/2023 16:50:00,11.17,80.36,7.93,,,
198,01/09/2023 16:55:00,11.11,80.90,7.96,,,
199,01/09/2023 17:00:00,11.09,80.01,7.78,,,
200,01/09/2023 17:05:00,11.02,79.60,7.64,,,
201,01/09/2023 17:10:00,10.96,80.32,7.71,,,
202,01/09/2023 17:15:00,10.88,81.34,7.83,,,
203,01/09/2023 17:20:00,10.79,80.94,7.66,,,
204,01/09/2023 17:25:00,10.78,81.72,7.79,,,
205,01/09/2023 17:30:00,10.64,83.96,8.05,,,
206,01/09/2023 17:35:00,10.46,85.72,8.19,,,
207,01/09/2023 17:40:00,10.34,86.26,8.15,,,
208,01/09/2023 17:45:00,10.12,86.95,8.06,,,
209,01/09/2023 17:50:00,9.97,87.53,8.01,,,
210,01/09/2023 17:55:00,9.81,88.61,8.03,,,
211,01/09/2023 18:00:00,9.63,88.84,7.89,,,
212,01/09/2023 18:05:00,9.52,89.51,7.89,,,
213,01/09/2023 18:10:00,9.38,89.68,7.78,,,
214,01/09/2023 18:15:00,9.25,90.19,7.74,,,
215,01/09/2023 18:20:00,9.19,90.09,7.66,,,
216,01/09/2023 18:25:00,9.09,90.42,7.62,,,
217,01/09/2023 18:30:00,9.03,90.35,7.54,,,
218,01/09/2023 18:35:00,9.01,90.68,7.57,,,
219,01/09/2023 18:40:00,8.94,90.83,7.53,,,
220,01/09/2023 18:45:00,8.95,91.13,7.59,,,
221,01/09/2023 18:50:00,8.91,91.56,7.62,,,
222,01/09/2023 18:55:00,8.89,91.66,7.61,,,
223,01/09/2023 19:00:00,8.86,91.42,7.54,,,
224,01/09/2023 19:05:00,8.79,91.40,7.48,,,
225,01/09/2023 19:10:00,8.71,91.05,7.34,,,
226,01/09/2023 19:15:00,8.72,91.38,7.40,,,
227,01/09/2023 19:20:00,8.66,91.65,7.39,,,
228,01/09/2023 19:25:00,8.59,91.51,7.29,,,
229,01/09/2023 19:30:00,8.49,91.42,7.18,,,
230,01/09/2023 19:35:00,8.44,91.68,7.17,,,
231,01/09/2023 19:40:00,8.41,91.80,7.16,,,
232,01/09/2023 19:45:00,8.30,91.57,7.02,,,
233,01/09/2023 19:50:00,8.22,91.60,6.95,,,
234,01/09/2023 19:55:00,8.12,91.63,6.84,,,
235,01/09/2023 20:00:00,8.09,91.98,6.88,,,
236,01/09/2023 20:05:00,8.03,92.05,6.83,,,
237,01/09/2023 20:10:00,7.94,92.27,6.78,,,
238,01/09/2023 20:15:00,7.86,92.29,6.69,,,
239,01/09/2023 20:20:00,7.75,92.43,6.61,,,
240,01/09/2023 20:25:00,7.63,92.61,6.52,,,
241,01/09/2023 20:30:00,7.53,92.60,6.41,,,
242,01/09/2023 20:35:00,7.40,92.93,6.34,,,
243,01/09/2023 20:40:00,7.25,92.95,6.19,,,
244,01/09/2023 20:45:00,7.20,93.26,6.20,,,
245,01/09/2023 20:50:00,7.14,93.41,6.16,,,
246,01/09/2023 20:55:00,7.07,93.53,6.10,,,
247,01/09/2023 21:00:00,6.99,93.51,6.02,,,
248,01/09/2023 21:05:00,6.89,93.62,5.94,,,
249,01/09/2023 21:10:00,6.76,93.64,5.82,,,
250,01/09/2023 21:15:00,6.72,93.66,5.78,,,
251,01/09/2023 21:20:00,6.64,93.80,5.72,,,
252,01/09/2023 21:25:00,6.56,93.85,5.65,,,
253,01/09/2023 21:30:00,6.48,93.88,5.57,,,
254,01/09/2023 21:35:00,6.40,94.14,5.53,,,
255,01/09/2023 21:40:00,6.43,94.33,5.59,,,
256,01/09/2023 21:45:00,6.39,94.38,5.56,,,
257,01/09/2023 21:50:00,6.34,94.24,5.48,,,
258,01/09/2023 21:55:00,6.21,94.31,5.37,,,
259,01/09/2023 22:00:00,6.22,94.50,5.41,,,
260,01/09/2023 22:05:00,6.17,94.47,5.36,,,
261,01/09/2023 22:10:00,6.09,94.47,5.27,,,
262,01/09/2023 22:15:00,5.99,94.27,5.15,,,
263,01/09/2023 22:20:00,5.91,94.36,5.07,,,
264,01/09/2023 22:25:00,5.90,94.64,5.11,,,
265,01/09/2023 22:30:00,5.91,94.94,5.16,,,
266,01/09/2023 22:35:00,5.94,94.95,5.20,,,
267,01/09/2023 22:40:00,5.86,94.72,5.09,,,
268,01/09/2023 22:45:00,5.76,94.68,4.97,,,
269,01/09/2023 22:50:00,5.70,94.76,4.93,,,
270,01/09/2023 22:55:00,5.67,94.85,4.91,,,
271,01/09/2023 23:00:00,5.60,94.85,4.84,,,
272,01/09/2023 23:05:00,5.59,94.78,4.82,,,
273,01/09/2023 23:10:00,5.50,94.84,4.74,,,
274,01/09/2023 23:15:00,5.43,94.79,4.67,,,
275,01/09/2023 23:20:00,5.39,94.87,4.64,,,
276,01/09/2023 23:25:00,5.41,95.03,4.69,,,
277,01/09/2023 23:30:00,5.34,94.89,4.59,,,
278,01/09/2023 23:35:00,5.22,94.83,4.46,,,
279,01/09/2023 23:40:00,5.18,94.85,4.42,,,
280,01/09/2023 23:45:00,5.12,94.92,4.38,,,
281,01/09/2023 23:50:00,5.04,94.78,4.27,,,
282,01/09/2023 23:55:00,4.95,94.64,4.17,,,
283,01/10/2023 00:00:00,4.80,94.72,4.03,,,
284,01/10/2023 00:05:00,4.78,94.73,4.01,,,
285,01/10/2023 00:10:00,4.69,94.91,3.95,,,
286,01/10/2023 00:15:00,4.72,95.03,3.99,,,
287,01/10/2023 00:20:00,4.60,94.93,3.86,,,
288,01/10/2023 00:25:00,4.60,95.18,3.90,,,
289,01/10/2023 00:30:00,4.58,95.15,3.87,,,
290,01/10/2023 00:35:00,4.61,95.28,3.92,,,
291,01/10/2023 00:40:00,4.57,95.27,3.88,,,
292,01/10/2023 00:45:00,4.51,95.23,3.82,,,
293,01/10/2023 00:50:00,4.42,95.19,3.72,,,
294,01/10/2023 00:55:00,4.41,95.20,3.71,,,
295,01/10/2023 01:00:00,4.41,95.27,3.72,,,
296,01/10/2023 01:05:00,4.38,95.32,3.70,,,
297,01/10/2023 01:10:00,4.29,95.20,3.59,,,
298,01/10/2023 01:15:00,4.26,95.25,3.56,,,
299,01/10/2023 01:20:00,4.23,95.36,3.56,,,
300,01/10/2023 01:25:00,4.16,95.32,3.48,,,
301,01/10/2023 01:30:00,4.14,95.41,3.47,,,
302,01/10/2023 01:35:00,4.16,95.48,3.50,,,
303,01/10/2023 01:40:00,4.14,95.49,3.48,,,
304,01/10/2023 01:45:00,4.06,95.30,3.38,,,
305,01/10/2023 01:50:00,3.92,95.21,3.23,,,
306,01/10/2023 01:55:00,3.97,95.48,3.31,,,
307,01/10/2023 02:00:00,4.01,95.69,3.38,,,
308,01/10/2023 02:05:00,4.07,95.76,3.46,,,
309,01/10/2023 02:10:00,3.95,95.62,3.32,,,
310,01/10/2023 02:15:00,4.01,95.68,3.38,,,
311,01/10/2023 02:20:00,4.00,95.69,3.37,,,
312,01/10/2023 02:25:00,3.87,95.54,3.22,,,
313,01/10/2023 02:30:00,3.80,95.63,3.17,,,
314,01/10/2023 02:35:00,3.86,95.73,3.24,,,
315,01/10/2023 02:40:00,3.78,95.68,3.16,,,
316,01/10/2023 02:45:00,3.85,95.83,3.24,,,
317,01/10/2023 02:50:00,3.79,95.75,3.18,,,
318,01/10/2023 02:55:00,3.72,95.70,3.10,,,
319,01/10/2023 03:00:00,3.55,95.56,2.91,,,
320,01/10/2023 03:05:00,3.58,95.60,2.94,,,
321,01/10/2023 03:10:00,3.53,95.68,2.90,,,
322,01/10/2023 03:15:00,3.56,95.71,2.94,,,
323,01/10/2023 03:20:00,3.49,95.66,2.87,,,
324,01/10/2023 03:25:00,3.40,95.58,2.76,,,
325,01/10/2023 03:30:00,3.40,95.69,2.78,,,
326,01/10/2023 03:35:00,3.40,95.76,2.79,,,
327,01/10/2023 03:40:00,3.32,95.64,2.69,,,
328,01/10/2023 03:45:00,3.42,95.77,2.81,,,
329,01/10/2023 03:50:00,3.34,95.85,2.75,,,
330,01/10/2023 03:55:00,3.35,95.85,2.76,,,
331,01/10/2023 04:00:00,3.33,95.86,2.74,,,
332,01/10/2023 04:05:00,3.27,95.85,2.67,,,
333,01/10/2023 04:10:00,3.32,95.90,2.73,,,
334,01/10/2023 04:15:00,3.35,96.01,2.78,,,
335,01/10/2023 04:20:00,3.33,95.93,2.75,,,
336,01/10/2023 04:25:00,3.30,95.89,2.71,,,
337,01/10/2023 04:30:00,3.27,95.90,2.68,,,
338,01/10/2023 04:35:00,3.23,95.85,2.63,,,
339,01/10/2023 04:40:00,3.29,95.96,2.71,,,
340,01/10/2023 04:45:00,3.26,95.93,2.67,,,
341,01/10/2023 04:50:00,3.25,95.96,2.66,,,
342,01/10/2023 04:55:00,3.26,95.99,2.68,,,
343,01/10/2023 05:00:00,3.23,95.97,2.65,,,
344,01/10/2023 05:05:00,3.23,95.96,2.64,,,
345,01/10/2023 05:10:00,3.25,96.00,2.67,,,
346,01/10/2023 05:15:00,3.33,96.06,2.77,,,
347,01/10/2023 05:20:00,3.30,96.06,2.73,,,
348,01/10/2023 05:25:00,3.38,96.11,2.82,,,
349,01/10/2023 05:30:00,3.47,96.15,2.92,,,
350,01/10/2023 05:35:00,3.48,96.13,2.93,,,
351,01/10/2023 05:40:00,3.53,96.15,2.97,,,
352,01/10/2023 05:45:00,3.55,96.15,2.99,,,
353,01/10/2023 05:50:00,3.62,96.21,3.08,,,
354,01/10/2023 05:55:00,3.75,96.30,3.22,,,
355,01/10/2023 06:00:00,3.93,96.31,3.40,,,
356,01/10/2023 06:05:00,4.01,96.36,3.48,,,
357,01/10/2023 06:10:00,4.02,96.35,3.49,,,
358,01/10/2023 06:15:00,4.13,96.39,3.61,,,
359,01/10/2023 06:20:00,4.18,96.35,3.65,,,
360,01/10/2023 06:25:00,4.22,96.33,3.69,,,
361,01/10/2023 06:30:00,4.27,96.33,3.74,,,
362,01/10/2023 06:35:00,4.18,96.27,3.64,,,
363,01/10/2023 06:40:00,4.16,96.20,3.61,,,
364,01/10/2023 06:45:00,4.15,96.21,3.60,,,
365,01/10/2023 06:50:00,4.15,96.23,3.60,,,
366,01/10/2023 06:55:00,4.20,96.26,3.66,,,
367,01/10/2023 07:00:00,4.27,96.31,3.73,,,
368,01/10/2023 07:05:00,4.34,96.33,3.81,,,
369,01/10/2023 07:10:00,4.34,96.28,3.80,,,
370,01/10/2023 07:15:00,4.41,96.36,3.88,,,
371,01/10/2023 07:20:00,4.41,96.34,3.88,,,
372,01/10/2023 07:25:00,4.44,96.32,3.90,,,
373,01/10/2023 07:30:00,4.50,96.36,3.98,,,
374,01/10/2023 07:35:00,4.56,96.33,4.02,,,
375,01/10/2023 07:40:00,4.45,96.26,3.91,,,
376,01/10/2023 07:45:00,4.39,96.23,3.85,,,
377,01/10/2023 07:50:00,4.39,96.19,3.84,,,
378,01/10/2023 07:55:00,4.37,96.20,3.82,,,
379,01/10/2023 08:00:00,4.44,96.29,3.90,,,
380,01/10/2023 08:05:00,4.50,96.34,3.97,,,
381,01/10/2023 08:10:00,4.50,96.30,3.97,,,
382,01/10/2023 08:15:00,4.46,96.30,3.92,,,
383,01/10/2023 08:20:00,4.49,96.27,3.95,,,
384,01/10/2023 08:25:00,4.60,96.37,4.07,,,
385,01/10/2023 08:30:00,4.64,96.40,4.12,,,
386,01/10/2023 08:35:00,4.76,96.47,4.25,,,
387,01/10/2023 08:40:00,4.84,96.44,4.33,,,
388,01/10/2023 08:45:00,4.92,96.45,4.41,,,
389,01/10/2023 08:50:00,4.98,96.44,4.47,,,
390,01/10/2023 08:55:00,5.05,96.50,4.54,,,
391,01/10/2023 09:00:00,5.04,96.44,4.52,,,
392,01/10/2023 09:05:00,5.08,96.39,4.56,,,
393,01/10/2023 09:10:00,5.18,96.44,4.66,,,
394,01/10/2023 09:15:00,5.26,96.49,4.75,,,
395,01/10/2023 09:20:00,5.27,96.47,4.76,,,
396,01/10/2023 09:25:00,5.33,96.43,4.81,,,
397,01/10/2023 09:30:00,5.35,96.43,4.83,,,
398,01/10/2023 09:35:00,5.34,96.41,4.82,,,
399,01/10/2023 09:40:00,5.30,96.37,4.77,,,
400,01/10/2023 09:45:00,5.33,96.37,4.80,,,
401,01/10/2023 09:50:00,5.41,96.43,4.89,,,
402,01/10/2023 09:55:00,5.47,96.44,4.95,,,
403,01/10/2023 10:00:00,5.60,96.51,5.09,,,
404,01/10/2023 10:05:00,5.71,96.53,5.21,,,
405,01/10/2023 10:10:00,5.82,96.56,5.32,,,
406,01/10/2023 10:15:00,5.86,96.54,5.36,,,
407,01/10/2023 10:20:00,5.93,96.54,5.42,,,
408,01/10/2023 10:25:00,5.97,96.48,5.46,,,
409,01/10/2023 10:30:00,5.90,96.42,5.37,,,
410,01/10/2023 10:35:00,5.84,96.36,5.31,,,
411,01/10/2023 10:40:00,5.83,96.35,5.30,,,
412,01/10/2023 10:45:00,5.85,96.37,5.32,,,
413,01/10/2023 10:50:00,5.90,96.36,5.37,,,
414,01/10/2023 10:55:00,6.02,96.44,5.51,,,
415,01/10/2023 11:00:00,6.08,96.48,5.57,,,
416,01/10/2023 11:05:00,6.14,96.44,5.62,,,
417,01/10/2023 11:10:00,6.23,96.43,5.71,,,
418,01/10/2023 11:15:00,6.34,96.49,5.82,,,
419,01/10/2023 11:20:00,6.48,96.53,5.97,,,
420,01/10/2023 11:25:00,6.56,96.52,6.05,,,
421,01/10/2023 11:30:00,6.65,96.55,6.14,,,
422,01/10/2023 11:35:00,6.67,96.50,6.16,,,
423,01/10/2023 11:40:00,6.74,96.48,6.23,,,
424,01/10/2023 11:45:00,6.78,96.47,6.26,,,
425,01/10/2023 11:50:00,6.90,96.51,6.39,,,
426,01/10/2023 11:55:00,7.12,96.55,6.61,,,
427,01/10/2023 12:00:00,7.34,96.61,6.85,,,
428,01/10/2023 12:05:00,7.55,96.61,7.05,,,
429,01/10/2023 12:10:00,7.63,96.65,7.14,,,
430,01/10/2023 12:15:00,7.72,96.65,7.23,,,
431,01/10/2023 12:20:00,7.75,96.60,7.25,,,
432,01/10/2023 12:25:00,7.75,96.52,7.24,,,
433,01/10/2023 12:30:00,7.75,96.40,7.22,,,
434,01/10/2023 12:35:00,7.85,96.33,7.31,,,
435,01/10/2023 12:40:00,7.89,96.28,7.34,,,
436,01/10/2023 12:45:00,7.91,96.16,7.35,,,
437,01/10/2023 12:50:00,7.97,95.96,7.37,,,
438,01/10/2023 12:55:00,8.04,95.59,7.39,,,
439,01/10/2023 13:00:00,8.01,95.34,7.32,,,
440,01/10/2023 13:05:00,8.00,95.20,7.28,,,
441,01/10/2023 13:10:00,7.97,95.07,7.23,,,
442,01/10/2023 13:15:00,7.93,94.92,7.18,,,
443,01/10/2023 13:20:00,7.86,94.90,7.10,,,
444,01/10/2023 13:25:00,7.82,94.98,7.07,,,
445,01/10/2023 13:30:00,7.77,95.00,7.03,,,
446,01/10/2023 13:35:00,7.76,95.13,7.04,,,
447,01/10/2023 13:40:00,7.78,95.28,7.08,,,
448,01/10/2023 13:45:00,7.86,95.46,7.19,,,
449,01/10/2023 13:50:00,7.93,95.56,7.28,,,
450,01/10/2023 13:55:00,7.98,95.59,7.32,,,
451,01/10/2023 14:00:00,7.84,95.26,7.13,,,
452,01/10/2023 14:05:00,7.87,95.46,7.20,,,
453,01/10/2023 14:10:00,7.99,95.64,7.34,,,
454,01/10/2023 14:15:00,8.09,95.82,7.48,,,
455,01/10/2023 14:20:00,8.16,95.81,7.54,,,
456,01/10/2023 14:25:00,8.19,95.77,7.56,,,
457,01/10/2023 14:30:00,8.18,95.69,7.54,,,
458,01/10/2023 14:35:00,8.11,95.55,7.44,,,
459,01/10/2023 14:40:00,8.02,95.38,7.33,,,
460,01/10/2023 14:45:00,7.98,95.50,7.31,,,
461,01/10/2023 14:50:00,8.02,95.61,7.37,,,
462,01/10/2023 14:55:00,8.08,95.76,7.46,,,
